comments,ratings
什么PPT电影😅  就为了听两句四妹声音 受这罪😇😇😇 泰伦斯马力克生不逢时啊，变个性换个色放现在不得拿个全宇宙大满贯？你坞烂透了,4
其实本应是很复杂的人性与神性的交织、矛盾和融合，人类值不值得被拯救也是这几年漫威有在讨论的问题，但终究还是向爆米花低头了，因此显得不伦不类两边不沾，娱乐性不够，深度也差很多，永恒族们的感情更是看来突兀，虽然还是被Ikaris最后爱的闪回感动到了。,4
华裔导演、日裔编剧让美国黑人同性恋者为日本核爆下跪忏悔？滑天下之大稽吧。人类之耻。,4
这是全球变暖警示片吗lol 深入的矛盾框架其实挺好的，只是落实到故事上各方面都好浅而呈现出一种低龄感，最秘密的宇宙大计总是被和盘托出…这个永恒族的符咒（？）图画怎么这么Gallifreyan？,4
①非常开心《永恒族》作为我在豆瓣的第1500部「已看」而存在，赵婷没有令人失望；②影片具备科幻片的大气，也不缺文艺片的细腻，后者本是赵婷的拿手好戏，而前者的表现也丝毫未见生疏；③无论是天神族、变异族、永恒族内部各派，都有他们自己的世界观，没有哪一方是绝对的正义或者邪恶，永恒族是群戏，但其中的每个人物，都有丰富而完整的人格设定，每一个人都可以拍出一部延展剧，没有哪个是所谓真正打酱油的配角，这一点殊为不易，四星半。,4
比想像的好多啦，趙婷拍出了不一樣的漫威電影，也沒覺得特別沈悶或冗長，還體會到了一種邊緣人群&世界民族大團結的感動，印度油膩男演員和他的胖助手還挺好笑的，服化道和特效也比尚氣好多了，另外還看到了浪味仙加五指山和新白娘子傳奇的影子。拍完兩部小成本能hold住這麼巨型的製作可不容易，繼續加油吧！,4
高概念高技巧高审美但有点过时又离地的超英电影…硬要讲人性但角色动机让人难以信服，硬要讲爱情但男女主之间毫无火花😩，关系搞得太复杂，如果非要带出“不要背叛你的家人”的话不如把大家写成7个葫芦娃还好些…以前我总相信只要审美到了片子怎么都不会太差…但这片后半部分告诉我们有时候审美也许不要高出文本太多才好🙄。,4
这真的很不漫威，个人风格化很重，叙事和节奏都和漫威一贯的风格大不相同，甚至动作戏都像极了钢铁之躯，非常好，摄影和视觉效果真的史诗感扑面而来，大气的配乐，视听享受。虽然叙事上有瑕疵，但漫威走出舒适区拍一部这样的作品未尝不是好事。,4
你可以舔广岛原子弹，怎么就忘了南京大屠杀？,4
我曾幻想过，如果有永恒寿命，见证人类文明的感觉。但这片却拍成了精神白左堆砌政治正确身份符号的假大空电影。反派是山寨超人，吉尔伽美什是亚裔老王；要有残疾人，要有女性领袖，尽管她全片面瘫；还要有黑人男同为广岛原子弹忏悔，buff叠满。表现人物只靠含情脉脉对视话疗。场景美术被浪费，结尾一股即将引发EVA第三次冲击时被中止的既视感。,4
2.5，群戏来看，还是滚导更懂如何处理，《银河护卫队》算是mcu中处理群戏的标杆吧。网友基本上把问题说完了，主要就是又想商业又要深度，很多东西没有处理好，mcu反正有试错的资本，不过，大家调侃后面的“超人大战神奇女侠闪电侠绿灯侠”这个还挺有意思的，电影也cue了几次DC。,4
终于知道为啥引进不了了！耽改都不允许，这男男kiss肯定没戏啊，之前还以为是广岛那里的剧情。虽然在大银幕看穿紧身衣的少狼主和雪诺争“瑟曦”一定很有趣。,4
这世上很多战争或许可以说立场不同，但二战，尤其是抗日战争，毋庸置疑的正义之战。原子弹下无冤魂，他们不该死吗，那个年代的每个日本人都是军国主义的组成部分。南京城的30多万同胞，慰安妇，731的试验品，我们打了14年，死了3500万啊，他们才是真正的冤魂。,4
如果是安排一个黄人或白人去跪哭广岛，那我是服气的。让一个黑人做这事，那就讨巧近乎油滑了。,4
真的不好看！莫名其妙冗长的爱情戏，拼凑式观感的时间插叙，说是神吧真的没情绪看得一点都不爽，说神爱人吧结果全片都是离谱的政治大爱，no thanks好吗……亮点有：朱莉和马东锡的跨次元cp、Druig小哥的人物弧光、菜单里哈卷真的有点色色的。,4
日本编剧夹带私货，华裔导演视而不见。,4
不理解导演为啥要接这活，看完唯一感受就是坐久了腿都有点不灵活了。,4
写神（非人）的故事真的好难，因为归根结底还是要写人，又太高高在上，太悬浮，无法与社会这个大幻想勾连起来。《X战警》是写非人争取人权，《蝙蝠侠》是写人与自身异化的对抗，都是很成功的超英。这个故事也有一个点“为什么拥有力量却不去阻止人类的自相残杀”，全能的人却陷入无能的困境，这本该是有戏可唱的,4
去年最冤的就是WW84了，感情戏动作戏整体节奏绝对是传统叙事的范本，永恒族相比感情线剥离和多余，前面一个半小时的打怪重复套路，人物多导致节奏不平均主要还是编剧的锅，导演自己的特色在这种情况下也很难有所发挥，作为超英类型，这片拍得像实拍一样也算一种突破吧，但显然不讨好，致命得是观众对演员多元化的接受程度，没人敢大声说接受不了，我们可以直说！,4
属于漫威电影的先天基因问题在本片中表露无遗，当导演的镜头对准海天连接之处从宏大中降下的宇宙观察者却穿着标志性的紧身衣的时候，我们都知道这就已经毁了。试图从故事套路的夹缝中探讨起源、艺术与文明、道德等宏大的命题，然而这些都被湮没在奇怪的剧作中——比如我居然看了一出由陈静女士主演的典型东亚玛丽苏多角恋大戏；或者一群高人一等（所谓神，fine）的族群聚在一起高高在上地judge地球人并决定我们的生死，而分明他们拥有跟我们一样的懦弱与卑劣，这根本就是殖民者的既视感；最后共情的落脚点居然是如同中华神话传说一样的神仙思凡？！再优秀的导演与演员也拯救不了如此畸形的失控，虽然本片动作戏意外地好看，朱莉与马东锡的感情戏意外地好玩。陈静女士与麦登真是毫无火花，他俩站在一起简直用生命诉说我们不熟。,4
"在国家公祭日摘录公众号《为你写一个故事》中的一段话：无论南京大屠杀还是奥斯维辛集中营，都揭示我们人类虽然已经进入到现代文明社会了，看起来是现代国家了，但骨子里，人性还和当年茹毛饮血，弱肉强食的蛮荒时代没什么区别，一旦没有现代文明那些条条框框的约束，就可能在几天之内倒退到一个骇人的状态里。

以史为鉴，可以认清人类究竟是怎样的一种动物，并尽量避免这些惨剧的再次发生，这就是它最大的意义。

前事不忘，后事之师。

反正我忘不掉，我也希望你们所有人都不要忘。


在上面那个灵堂不远处，写着几个大字。是拉贝说的：

可以宽恕，但不可以忘却。",4
原来是新形式赛博朋克敌托邦。在天神与Ajak对话里看到如来佛和孙悟空打赌，在迪亚马特诞生的海面、古人对天神的壁画中嗅到EVA。整体而言这更像一部讲述超能力高中生毕业季去田野考察的青春美剧。他们本来各有理想，随着高贵野蛮人幻象破碎、辅导员莫名失联、宇宙进程逐渐揭晓，青春期结束。很难拍，既需要贯穿人类史的厚重，又需要宇宙格局的神性，还得体现永恒族既是导师又是孩子的矛盾心理。看完倒是记住了谁是谁（偶像组合般的着装配色帮了忙），有何能力（这年头即使最厉害的超能力也缺乏新意），又和谁配对（Thena&Gil、Sersi&Ikaris、Druig&Makkari展示了不同相处模式）。最近恰有火山喷发引发大海啸至整个汤加失联，自然真实的威力让虚拟造景黯然失色。,4
D＋/ 剧本好多有趣的东西没更进一步拍出来太可惜了。永恒族既是旁观者，又是历史的制造者。作为旁观者，他们与电影观众处于同一位置，他们的目光无法让他们超离于虚拟造像之外；作为制造者，他们的技术操纵既不能无虞于责任，也不能形成真正的“介入”。那么凝视和操纵的中顿点何在，介入如何以无限的创造方式发生？答案或许埋藏在那被冰封的巨神雕像之中——艺术生发于造神的停滞与属人世界的开启（在其中创造与拯救浑然不分），而这一重扭转重新定义了“自然”的所在。在这种对虚构之无能与创造之大能的袒露中，赵婷离开了《无依之地》里那片完全自然也因而完全虚伪的土地，成为观众-导演的生成的中介者。羽翼融化的伊卡洛斯会降回尘世吗？,5
"缺点：冗长，空洞，说教。
优点：大量实景，摄影很美，第四阶段格局很大，特效不错。
优点有多明显，缺点就有多失望。",5
3.5。没有想象中的那么差，我倒还挺喜欢，相对于直接走爆米花路线的MCU电影，赵婷试图在文武之间找到一个平衡点。观感有种《姜子牙》的感觉，个体的使命，真相的谬论，人性与神性，《永恒族》的创世神话确实比一般的MCU电影更加严肃与宏大。即使口碑崩塌，票房也不尽人意，但想到这几天汤加火山爆发，也许正是某个“神现”创世呢。,5
剧情让我迷惑不解。工具人太多了。,5
"全片最好看的是片尾可还行
让我看看是哪个权游粉狂喜了，哦原来是我
提到核弹和环保稍微有点觉得有意思吧，但是更想重看一遍双峰S3E08",5
"Such a sexy movie. 这是我这几年看过最好的漫威电影。人物都是很鲜活的，一种神性和人性的平衡。虽然讲了很多呆头one liner，依旧是最不假大空的超英之一了。同时导演对于人类文明的描绘充满了一种可贵的悲悯情怀，小到被踩碎的浪味仙，大到对一个文明的叙写。同时！我知道Thena会很hot 但没想到那个Druig boy也很hot。同时，representation matters, the first 亚裔女性大女主, the first gay character (paper boi), so excited!!! 4.5",5
人类要这帮心智不成熟熟背资本主义洗脑话术的神仙保护数千年真是倒了八辈子血霉了。赵婷只会鼓捣嘴上功夫，但仅限于泛泛而谈。几千岁的人争论了一堆早就过时的社会议题几十个世纪没结果还闹内讧，非得硬套一个宏大的创世背景，格格不入。MCU尝试创新是好，但权力限制十分必要，怕的就是这种脑子没货自我感动的废片。,5
超级烂俗！！！无比狗血！！！！全程每一秒都  尴！尬！到！爆！,3
开心麻花的三部电影里比较差的一部，但是这个脑洞不错，合格的喜剧片，但是有些地方确实挺尴尬的,3
听说不错去看的，呃就是一般吧，爆米花电影，看的时候哈哈笑一下，看完之后没有想回味的地方，有些梗是挺尴尬的…没有情圣经典。,3
评分要不要这么搞笑...电影巨烂...无论看没看过话剧,3
故事挺一般的，但票房很高，可能现在观众就是喜欢轻松一点的吧，沈腾马丽能起到很多宣传作用，他会成为下一个票房号召力吗？,3
超！好！笑！最后铁T马丽抱住一众美女的画面可以说是非常赏心悦目了hhhh,3
还可以吧，虽然各种套路与煽情依旧不适。最大的bug就是艾伦的身材，一个格斗选手这样的身材简直是犯罪，让吴良输得不服。太误导了。,3
看了一个男女互换身体的小品，又送了一个三流的复仇故事。,3
  挺搞笑的，当时在电影院看的时候，旁边一位大叔笑得手上的爆米花全撒在他自己身上了，记忆犹新啊哈哈哈,3
个人感觉真的没有夸的那么好啊。。。是那种笑完之后也没留下些什么的感觉。,3
只有羞羞没有铁拳，人家《缝纫机》好歹还有流行歌和美女，这片的动作戏跟艾那谁的身板儿一样松弛。通篇都在打软色情擦边球，包袱既不塑造人物也不推动剧情，就是纯咯吱人，好玩的几个笑点都在预告片里了。只有三人喝粥一场还算有点戏味儿。,3
梗是老梗，都是男女主角身体互换，但是开心麻花的剧本很扎实，笑点一个接一个，还是非常搞笑的,3
一部典型的搞笑电影，和朋友一起去看，全程笑点不断，BGM也恰到好处，被好运来这首歌的定义，全完带偏了,3
藏最深的梗是马东，如果你还记得马冬梅，还看过《饭局的诱惑》,3
低级，但是好笑。好笑，但是低级。上世纪港产贺岁片的即视感。那个时候的港产贺岁片还是比较良心的喜剧片，然而从上世纪到现在仍旧这个套路学下来用起来都没半毛钱进步和创新，都高级不起来的话，就有点尴尬了……更尴尬的是，丫居然在同档期的国产片中还算最好看的那个！,3
梗虽然有点老，但笑点是有的。马丽挺不错，能搞笑，能正经。中生代女演员里面。马丽和闫妮戏都挺好。,3
两星半吧,3
不觉得搞笑，只觉得无聊……,3
开兴麻花果然厉害，剧情其实挺老套的，但还是笑点不断，让人轻松开兴,3
开心麻花套路满满，笑点很多，但是并不觉得走心。,3
真的不觉得这部电影值10亿票房 不好笑也不娱乐 ,3
大众刚需 符合一切之前的期待 一切剧作安排为了好笑 结果也就只有好笑了,3
一部典型的搞笑电影，和朋友一起去看，全程笑点不断，BGM也恰到好处，被好运来这首歌的定义，全完带偏了,3
插曲《从前有座山》是谁写得呀，怎么那么好听呢？是衣湿吗？【电影4星，前半段笑点密集，演员演技很赞。,3
  挺搞笑的，当时在电影院看的时候，旁边一位大叔笑得手上的爆米花全撒在他自己身上了，记忆犹新啊哈哈哈,3
拳脚比赛已经彻底分不清楚，脑内快剪叠成一片:感觉开心麻花一拳下去打倒了鼻青脸肿的安藤樱，一个鲤鱼打挺又击垮了阿米尔汗的女儿，迈过汤姆哈迪的肌肉，笑傲全世界。,3
开心麻花的喜剧电影越来越有市场，而且跟某些圈钱尬喜的电影不一样，它有一个底线在，它完整地讲述了一个故事，即使设定没有新意但是细节在，做为一个只为博君一笑的商业喜剧电影是合格的。,3
梗是老梗，都是男女主角身体互换，但是开心麻花的剧本很扎实，笑点一个接一个，还是非常搞笑的,3
个人感觉真的没有夸的那么好啊。。。是那种笑完之后也没留下些什么的感觉。,3
梗虽然有点老，但笑点是有的。马丽挺不错，能搞笑，能正经。中生代女演员里面。马丽和闫妮戏都挺好。,3
夏洛特烦恼还行，这什么啊？老套的身体互换梗，不动脑子就知道是哪些料，很尴尬，我都不用剧透。这么多人四星好评我特别不理解，我想也许是年轻人没接触过这些笑点？,3
前半段真的很好笑。,3
前半段很好笑，后面非常尴尬，比《夏洛特》差，评分就知道了。看来观众的眼睛也是雪亮的。,3
国产喜剧做成这样真的很棒，包袱和梗都特别多，用得特别妙，全程笑了无数次。虽然是男女换身的题材但是不老套，不低俗，开心麻花确实功力深厚，艾伦和马丽这两位演得也真的不错，沈腾真的太妙了，太出彩了，五星推荐。,3
三星半。如果没有《夏洛特烦恼》和《驴得水》，本片也许会给四星，但是因为有了前两部作品，所以这第三部就显得有些诚意不足，笑点密集但是刻意，不如《夏洛》的笑点随着剧情水到渠成，煽情和反思又不及《驴得水》，故事结构甚至还不如《一念天堂》。,3
没有夏洛笑点密集，但还是超过了我的期待值。特别老套的男女互换的点子，也能玩的很新鲜很嗨，麻花真的很厉害。喜欢一剪梅夫妇的穿越客串。为艾马腾打call。,3
真的不太行.....,3
运动喜剧类型不错，但观影感受不如《夏洛特烦恼》，笑料比较单调，全靠高潮段落撑起来。,3
有时候，看电影需要深度，因为生活过的太平淡。有时候看电影就只需要笑，因为生活过的太惨,3
红鲤鱼绿鲤鱼与驴！,3
吃着饭看了，说实话还是戳中了一些笑点的。但是整体能笑出来的笑料太少，而俗套和尴尬的笑料又太多。不快进真难忍受。影片结构性也不好。拍摄方面比较拘谨，不灵活，没有想象力，配不上一个让人爆笑的喜剧。格斗方面竟然还不错呢，竟然也表现出了一些常见的招数。,4
还是挺搞笑的，开心麻花不会让人失望，马丽和艾伦演技都很好,4
一点不搞笑,4
搞笑，非常好看,4
好玩蛮好玩的啦，好笑蛮好笑的啦，就是确实看完了记不住，没关系啦，就当买一个半小时开心啦。,4
认清爆款和市场现实的话，还是宁愿多一部这个，少一部战狼吧。,4
夏洛特太聚焦男女关系，暴露了他们的三观缺陷。羞羞很讨巧，拳击体育题材的励志中和了夏洛特的缺点，喜剧节奏和表演、创意剧本麻花本来就过硬，而且跟夏洛特跟驴得水确实都不是同类题材的东西，观众既能爆笑又能获得新鲜感。他们太了解观众太需要什么了，喜剧谁撞麻花基本都是死,4
开心麻花的电影还最喜欢夏洛特烦恼，但总的来说作为喜剧电影还是合格的。,4
挺好笑的，但确实言之无物。与过去的自己和解，这么棒的命题被忽略，只能说明创作的目的不在于走心，在走肾，走票房。,4
三星半，艾伦演什么角色都和角色交融在一起。,4
还挺好看的。,4
题外话，在某群跟群友聊天，某群友说:此剧是体育电影。看完片，我实在是无力吐槽。有艾伦那样体型的拳击手么？体育在哪里。。最后拳赛的胜利是靠中华神功，拍鱼拍出来的。笑点就像那种拿着痒痒挠不断挠你，嘴上还得说，大爷给笑一个，尴尬之极。互换身体的老梗，程式化的喜剧表现形式，如此而已。,4
有学院手法以及接地气,4
就铁锅炖自个儿植入斗鱼我笑了。。。,4
嬉笑怒骂、幽默滑稽之余，喜剧电影是成熟的电影类型容易被人忽略。经过话剧和《欢乐喜剧人》的不断锤炼，专攻喜剧内容的开心麻花在这方面已经驾轻就熟，不断深化进军造星。新作《羞羞的铁拳》以身体互换的喜剧套路，讲述了艾伦和马丽这对欢喜冤家智斗渣男的爆笑故事，两人的反串表演异常抢眼。,4
【C+】麻花三部电影中最好的一部了，看完后甚至让我产生一丝“有点后悔没去影院”的想法。电影感不足的问题基本没有了，剧本的完成度也不错，只是上山习武那段太过于离奇和独立而削弱了情感的贯穿力（开心麻花老毛病）。等等，我对国产电影要求已经这么低了吗。,4
风生水起的中国话剧喜剧，《羞羞》一出，“浪漫喜剧”、“小妞喜剧”可以退居二线了。开心麻花第三部其实没有前两部让人“眼前一亮”的感觉，只觉得是各方面都很优质，但是做人呢，最重要的就是开心，观众笑的不尴尬，还想要求些啥！,4
笑不出来，空虚又郁闷。所有角色都透露出一种不可一世的讨厌劲儿。,4
前半段简直全程高能～,4
不太懂分怎么这么高，剧情俗套，笑点来说90％都是性别转换梗，刚开始笑两下还行，多了就很疲乏，何况这种梗也不算什么创新了，通篇的感觉就是十分平庸，平庸到无话可说，远差于《夏洛特烦恼》和《驴得水》，勉强6分,4
国产喜剧真是一种说不出的尴尬,4
还行吧,4
7分，有的7分是四星的品质，有的7分是三星的品质，铁拳属于后者。总之还可以吧，不过桃花岛主（自带BGM的男人）出现还是挺意外的。,4
男主演的很好，不过我又忘了他叫啥了，很搞笑，还二刷了，觉得比夏洛特好。,4
2017.9.30 19:55@万象城,4
电影感比以往有进步。刚交换身体时女主表演出色，让喜剧张力突出，最后的拳击比赛挺紧张真实。其余部分基本就是鸡血加狗血，上山一段尤其无聊。男主的身材毫无拳击手的说服力。主旨三观之类也无突出之处，但至少比夏洛特烦恼的直男癌好。,4
看到了港片无厘头的影子，网易云的段子都比这高级。,4
"很一般啊···········除了沈腾，其他人一点都不好笑！！！
导演零分。编剧零分。
不合格的煽情体育励志片，主演的身材也没什么诚意。",4
艾伦找到一个合适的角色，好运来迎来新的爆点,4
首先 不能说它烂 不烂 但是也不完整 就.......挺好笑笑完就忘了，刚及格的爆米花电影吧。沈腾飞下来跪地上那一幕应该是全片最好笑的吧~,4
前半程基本笑劈叉，没有缝纫机那么多屎屁尿，完成度不错的喜剧。档期冠军没问题。,4
可能期望值太低。反而感觉没那么烂,3
贱的不可收拾,3
满屏屎尿屁玩笑，各种三俗段子层出不穷。最后鸡汤结尾，倒有点老港片的味道。片内片外，老邓刷了前半辈子的脸，请了这么多明星龙套捧场。,3
提前看了点映还参加了南昌影迷见面会见到了真人邓超。片子很搞笑也很难看。感觉就是为了笑而笑，可以预料得到的是，27日那天的票房肯定很惨淡。这种没有好剧情支撑的搞笑片怎么斗得过变形金刚4。不过为了咱南昌的邓超我就提前贡献下这个票房吧，还花了我平时两倍的价钱。,3
贱的不可收拾,3
说实话尽管我在观影过程中也笑了好几次，但我还是不太喜欢所谓的邓氏幽默的，这部电影还是比较适合女生们观看，适合她们的笑点。不过还是要支持一下邓超的，首秀很尽心，谈不上多么圆满和优秀，但良好还可以吧。,3
电影冲着邓超去的，除了他毫无看点，剧情不在线，其他人演技也平平。,3
作为喜剧类型片，在我看来《分手大师》比《泰囧》以及冯小刚的喜剧电影好看啊，为什么在豆瓣恶评如潮呢？个人评分三星半吧……,3
邓超怎么就爱演这种喜剧片，剧情毫无营养，不走心。,3
贱，很贱，灰常贱。。,3
你会笑，但也只是笑笑,3
从头到尾，真的有被笑到，这就够了。,3
无聊的时候看看乐一乐,3
屎尿屁电影！,3
笑点挺多的，但是搞笑方式比较单一,3
片子实在是太二了，南周还做了一大版。邓超模仿金凯瑞，很卖力，有些桥段虽然恶心还挺搞笑，虽说不求有什么内涵，可剧情实属傻逼，杨幂依然毫无演技。总得来说还是可以一笑的。,3
大幂幂的脑残粉来了！臭脚梗丧心病狂！邓超太有了！我是男人我都弯腰捡肥皂！三秒弯！本人略黑啊，上面的观众怎么样！此外还有一点，邓超越看越像我的男神锤锤...娘娘意外惊喜，人气明显比老公高哈哈哈哈……,4
难脱浓重的国产烂片的臭味，不过我还是嗅出了“周星驰”，我喜欢！！！,4
里面有几个镜头还是很感人的，不过仍需加把力，好的喜剧是可以赚眼泪的。很喜欢杨幂的小春，怀着糯米拍的还是不容易，更何况演的还那么好，点赞，敬业和演技，当然，还有颜值，毕竟杨大美女。,4
用力喊，山谷里总会有回声的，心疼那个黑夜里默默自语的叶小春。,4
整体还是不错的，邓超很逗比，杨幂是怀孕拍戏的，为她的敬业精神点赞，而且是素颜出境，很有感觉,4
多少人是根本没看跟风黑的一星,3
娘娘亲自上阵助力老公，他们开心就好,3
邓超还是适合做个演员，自己拍电影有点，啊哈，好吧给点鼓励，演技还是很好的！,3
"看到这么多打一星的我也是够了，难道你们笑点就这么高！
我是笑的不行了，一部简单的搞笑片，能让你笑出来不就很好了，打一星的是有多差劲！",4
这部电影是邓超为了圆娘娘的一个梦，所以不要说邓超把娘娘拖下水，更何况我觉得装疯卖傻只是生活的开心而已，这个没必要抨击吧，敢疯敢傻才是真性情,4
电影我笑了很多次。其中也不乏有许多感人的场景。作为子女，父母在你身上寄予了厚望。对你要求严格，并不是不爱你，只是刀子嘴豆腐心。就像剧中女主和母亲一样。男主是个念旧的人，他舍不得从小生活的地方，舍不得儿时的声音。他不是一个恶棍，他奇怪的举动是因为无法融入的世界，他有一颗孩童般的心。,4
什么是好片，什么是烂片？一千个读者，就有一千个哈姆雷特。习惯在没有看任何影评的情况下去影院看点映的，影院时时爆发的哄堂大笑是可以感受到的，后面却也是让人笑中带泪。迎合观众的笑点的同时，也映射了很多社会问题。一部成片不易，每一个导演都有自己的风格，都是很努力地在做电影。,4
夫妻档电影，还挺好看的，有些地方真的挺搞笑，但是感觉邓超在某些点用力过猛，反而就有点尴尬了。还不错,4
我觉得还行啊，恶搞嘛,4
还可以吧   挺搞笑的   ,4
很多电影的续集都很失败，作为《黑客帝国》这样的经典电影续集，这个第二部同样落入俗套。动作戏份加多，感情戏份加多，也同时更加的商业化。只能说，这就是一部承上启下的电影。而已。★★★☆,3
基努很帅，就这些｜2020.8.21 重刷一头雾水？？看到基努手插进身体强行为女友心脏massage真的是？？这是何意。另，不应叫二，应该叫二（上）,3
恕我直言，没看懂。,3
原来拯救锡安也是一个控制程序，一路奋战以为是救世主，最后不过陷在造物主设定好的程式里成为第六个反抗的牺牲品。如果有一把可以打开任意大门的钥匙，我要通往暗黑的地下与蝼蚁狂欢，还是通向光明的地面与世界同行。先知说我会爱上一个人，他是救世主。那么是预言让我爱上你，还是爱你成了一个预言？,3
"打斗戏过多，叙事效率大跳水，只能作为一部承上启下的作品。有用的信息有：
1、由于上部尼奥复活导致矩阵运行出现逻辑错误，史密斯由杀毒程序变成了病毒，并通过不断感染其他程序来复制自己。
2、尼奥顺着先知指引，通过开锁人程序拿到钥匙进入代码之源，遇到了矩阵之父——创造者程序。得知：锡安是用来安置异常程序的，并且每隔一段时间就会被消灭并由救世主重建，而尼奥是第六个救世主了。
3、创造者给了尼奥两个选择，要么重建锡安，要么救出崔妮蒂而人类会毁灭。不同于前五个救世主，尼奥奔着“爱情拯救世界”的方向去了。
片尾，尼奥居然可以像停住子弹一样停住机械乌贼。细思极恐，难道说所谓“现实世界”只是一个矩阵2，在矩阵1中不服不忿的人类在矩阵2中醒来反抗，其实都是虚拟程序。如果真是那样，就是对人类奋斗意义的最大嘲讽了。",3
居然1和2是一个导演一个编剧。到底发生了什么这几年间？不是说一个美式电影讲hope 讲love 讲never give up，观众就能感动的好嘛。,3
黑客帝国2这次连科幻片都不是了，直接就是包裹着科幻外皮的动作片。片子里面的动作场面多到令人头疼，看到后面直接审美疲劳。整部片子最核心的地方只有和母体的对话，除此之外就是泛滥的打斗戏份和儿女情长。,3
"对白真的太哲学了，几乎每一句都要认真去体会，但是仗着第一部构架的宏大世界观，沃卓斯基姐弟没有按着第一部的套路而是堕入了普通动作片的俗套：打打打！甚至有些打斗显得莫名其妙。与第一部相比，虽然看得更明白了，但却没了惊艳的感觉。
用爱拯救世界虽然俗套，但是没了爱哪来的世界呢？",3
又是在爱情和信仰里做选择这种反人类的题哈哈哈。公路车战、枪战真是又刺激又精彩，特效华丽又炫目，以一敌百的动作戏设定更是为其后的诸多电影提供广泛的创作基础，与1相比之更加商业了。,3
【3】第1部到第2部之间发生了什么？怎么会变得如此媚俗，陷入某种娱乐大片桎梏。不过有几场戏拍得有水平。,3
作为“承上启下”的2，既要满足观众围观动作戏的需求，又要继续渗透核心概念，弄得节奏上时快时慢，核心事件很无聊。2个小时多的电影，我只记住了5分钟的场面。,3
第一次去电影院看的就是这货，结果去之前吃KFC坏了肚子，在电影院吐得昏天暗地……从此阴影啊~~~电影院就是个阴影了啊！！,3
比起上一部打斗成分一下多了很多，反而缺少了很多内涵,3
"影片已沦为了一部纯粹以高科技手段武装的打斗片,外加了一些不咸不淡、不软不硬的爱情戏。",3
"第一部无与伦比的构思和逻辑不见了，取而代之的是无聊的枪战和经不起推敲的剧情，6分。how much I loved you. How grateful I was for every moment I was with you. But by the time I knew how to say what I wanted to, it was too late. Kiss me once more.",3
特效神乎其神，打斗场面炫丽无比。但跟1完全不能比。叙事混乱，很多设定也没有解释，看得云里雾里。到最后甚至都不知道他们在做什么。第一部那种先知的预言和现实的契合让人惊叹。这一部的钥匙匠让人感觉就是个工具人。也完全没有了那种对话的观点碰撞和哲学的思考。,3
多处特效革命，可是剧情比前代差太远了……,3
满级号终于见到了系统源头，当源头说出来的话发现这并不是一个普通人类被迫进入矩阵（游戏）的故事，而是有个非常大的背景就是，早在救世主进入矩阵之前，救世主所在的世界也并不是真正意义上的人类社会，而是机器营造的。综上，翻译成人话就是，在一个不需要也没有人类的世界里有台自动运行的电脑，它可以永远运行下去，使能来源就是人类心跳及大脑电波。没有游戏是完美的，开发者利用机器自我学习，并通过重启来升级系统（或者说游戏运行。系统不完美，会有bug（救世主）和病毒（本部复制能力的史密斯），这些原本是开发者利用修复程序（特工）去处理。但计算机中只有0和1总是会有问题，为了向人类学习，系统便衍生出了新的程序（先知）。本部最后啊，乱了，bug越来越大，病毒越来越多。未来如何，下回分解。,3
不停地打斗，大炫特技。看到锡安那么多人，还有议会我就想到星球大战。想把自己整成星战那样经典是吧，能老实好好讲故事吗？有意思吗？第一部女的亲男的他就活了，第二部男的摸女的她也活了。我特烦特烦爱情这条线，还乱搞呢。你飞起来还特像超人是吧？反正你无所不能就对了，谁都弄不死打不赢你是吧？,3
第二集概念已经不再新鲜，好在加了些动作戏，应该有的是结合了中国功夫，所以海域看点，Keanu Reeves和Carrie-Anne Moss也开始正式发展奸情。最后，女神Monica Bellucci也来了，的确增加了不少看点！,3
确实承前启后啊，从科幻加动作到动作无科幻。,3
为了拍第三部，将第二部拍成感官片，这简直都不算是一部动作科幻片，彻头彻尾的电脑程序片。强烈要求在电影类型里增加一个新品种，电脑程序片。,3
前一小时是文艺片，主角一直在问原因，配角一直在说世界观，其实原理本没那么复杂，但就是一直喋喋不休，烦透了这些情节。后面一个小时才是商业特效爆米花电影，各种CG特效、动作场面，尼奥在这部里“老中二”了，有几个镜头好像在看“超人”一样，但是这样的节奏真不及第一部那么商业、那么明快。,3
这个系列，包括男女主角的长相，对我一点吸引力也没有,3
“好看”在这里算是贬义词，过分追求场面，动作场面、爱情场面……各种场面。,3
很喜欢梅文洛奇的那段因果报应说，佛法用语啊。。。还有东方功夫什么的。。。弱爆了,3
剧情都在后20分钟，前面一大段都在不停地打打打打打打打，每一段打斗剧情结束我都会想不起来他们怎么会打到一起去的……,4
第一部故事讲得太优秀太完整了，而且暗地里留了那么多可以延伸的线头，剧组选择了两个：从时间上延伸——救世主不是唯一的，尼奥经历的已是第六次人类补完计划；从空间上延伸——引入锡安和机械城这两个大终端。前者很成功，后者挺失败。全片主旨总结下来，其实只要三段对话就够了：在锡安深夜和议长聊；在院子里和先知聊；最后和建筑师聊。中间打了一个漫长的法国佬副本，匆促、媚俗、无聊。建筑师那段我隔了十几年才看明白：尼奥做出的选择不是「救妹子」，而是通过拒绝背人类补完计划的锅，选择了代表着自由意志的「选择」本身。,4
